ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2021-2-FI01-KA122-SCH-000041893,Bringing people together - The Bridge between Finland and Spain,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10089827,,Nakkilan yhteiskoulu,School/Institute/Educational centre – General education (basic education),Nakkila,Satakunta,12,01/01/2022,12/31/2022,28121,TOPIC-13_TOPIC-83_TOPIC-187,"Environment and climate change_European identity, citizenship and values_International relations and development cooperation",#N/A
2021-2-FI01-KA122-SCH-000041856,Nuoret yhteisessä Euroopassa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10069954,,Tikkakosken yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Jyväskylä,Keski-Suomi,18,01/01/2022,06/30/2023,25320,TOPIC-35_TOPIC-61_TOPIC-159,Teaching and learning of foreign languages_Green skills_Awareness about the European Union,#N/A
2021-2-FI01-KA122-SCH-000041816,"Sharing cultural knowledge and awareness through language, science and history",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10126331,,Luostarivuoren koulu,School/Institute/Educational centre – General education (basic education),Turku,Varsinais-Suomi,18,01/01/2022,06/30/2023,18396,TOPIC-35_TOPIC-83_TOPIC-165,"Teaching and learning of foreign languages_European identity, citizenship and values_Inclusion, promoting equality and non-discrimination",#N/A
2021-2-FI01-KA122-SCH-000041810,Kohti kestävyyttä: liikkuvuushanke päiväkodin uudistamiseksi,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10281718,,Steinerpäiväkoti Siriuksen kannatusyhdistys ry,School/Institute/Educational centre – General education (pre-primary level),Helsinki,Helsinki-Uusimaa,6,05/25/2022,11/24/2022,6630,TOPIC-35_TOPIC-162_TOPIC-163,Teaching and learning of foreign languages_Media literacy and tackling disinformation _Digital skills and competences,#N/A
2021-2-FI01-KA122-SCH-000041787,Jobshadowing,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10242385,,"Rymättylän koulu, Naantalin kaupunki",Local Public body,Naantali,Varsinais-Suomi,6,01/01/22,06/30/2022,3 100 €,TOPIC-13_TOPIC-73_TOPIC-165,"Environment and climate change_Social responsibility of educational institutions_Inclusion, promoting equality and non-discrimination",#N/A
2021-2-FI01-KA122-ADU-000041732,Kehitys kuuluu kaikille: Saavutettavaa ilmiöoppimista Klubitalojen mielenterveyskuntoutujille ja henkilökunnalle,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2021,E10279921,,Suomen Klubitalot ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,18,05/01/2022,10/31/2023,43475,TOPIC-97_TOPIC-180,"New learning and teaching methods and approaches_Physical and mental health, well-being",#N/A
2021-2-FI01-KA122-ADU-000041703,Eurooppalaiset kielet ja kulttuurinen sivistys kestävän elämäntavan perustana,Short-term projects for mobility of learners and staff in adult education,KA122-ADU,2021,E10281973,,Puulan seutuopisto,School/Institute/Educational centre – Adult education,Joutsa,Keski-Suomi,18,01/01/2022,06/30/2023,12540,TOPIC-102_TOPIC-165,"Bridging intercultural, intergenerational and social divide_Inclusion, promoting equality and non-discrimination",#N/A
2021-1-FI01-KA220-YOU-000029299,"Future Agents NOW - robust, representative and responsive Youth Delegate Programmes that help young leaders push for change",Cooperation partnerships in youth,KA220-YOU,2021,E10107927,,Suomen nuorisoalan kattojärjestö Allianssi ry,National Youth Council,Helsinki,Helsinki-Uusimaa,30,11/01/2021,04/30/2024,330 128 €,TOPIC-70_TOPIC-102_TOPIC-161,"Cultural heritage_Bridging intercultural, intergenerational and social divide_Creativity, arts and culture","Common values, civic engagement and participation"
2021-1-FI01-KA220-YOU-000028901,Inclusion Is On,Cooperation partnerships in youth,KA220-YOU,2021,E10180292,,Nuorten Akatemia ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,32,11/01/2021,06/30/2024,240000,TOPIC-29_TOPIC-160_TOPIC-165,"Reaching the policy level/dialogue with decision makers_Democracy and inclusive democratic participation_Inclusion, promoting equality and non-discrimination","Inclusion and diversity in all fields of education, training, youth and sport"
2021-1-FI01-KA220-VET-000034881,Connecting Europe through Blended Mobilities under the Erasmus+ programme,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10197748,,Axxell Utbildning AB,School/Institute/Educational centre – Vocational Training (secondary level),Raasepori,Helsinki-Uusimaa,31,01/01/2022,07/31/2023,347821,TOPIC-77_TOPIC-102_TOPIC-165,"Community development_Bridging intercultural, intergenerational and social divide_Inclusion, promoting equality and non-discrimination",#N/A
2021-1-FI01-KA220-VET-000034837,Access To Work Based Learning Abroad - European Apprenticeship RoadMap,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10097528,,"The Federation of Swedish Ostrobothnia for Education and Culture, YA - Vocational College of Ostrobothnia",School/Institute/Educational centre – Vocational Training (secondary level),Vaasa,Pohjanmaa,24,12/01/2021,11/30/2023,217651,TOPIC-97_TOPIC-140_TOPIC-187,"New learning and teaching methods and approaches_Recognition, transparency, certification_International relations and development cooperation",#N/A
2021-1-FI01-KA220-VET-000034807,One World - Mixed Reality,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10188993,,Kainuun ammattiopisto,School/Institute/Educational centre – Vocational Training (secondary level),Kajaani,Kainuu,26,12/01/2021,01/31/2024,258900,TOPIC-67_TOPIC-72_TOPIC-140,"Work-based learning_Cooperation between educational institutions and business_Recognition, transparency, certification","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-VET-000034662,Digi Teachers Working Online,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10151409,,Live-säätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Espoo,Helsinki-Uusimaa,30,11/01/2021,04/30/2024,247929,TOPIC-72_TOPIC-97_TOPIC-190,"Cooperation between educational institutions and business_New learning and teaching methods and approaches_Digital content, technologies and practices","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-VET-000033372,Individualized Learning in Collaborative and Blended Learning Environments,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10108914,,HÄMEEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Hämeenlinna,Kanta-Häme,24,01/01/2022,12/31/2023,278525,TOPIC-25_TOPIC-163_TOPIC-191,Pedagogy and didactics_Digital skills and competences_Development of training courses,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-VET-000033331,Anchoring Social Circular Economy Attitudes in VET,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10097528,,"The Federation of Swedish Ostrobothnia for Education and Culture, YA - Vocational College of Ostrobothnia",School/Institute/Educational centre – Vocational Training (secondary level),Vaasa,Pohjanmaa,30,12/01/2021,05/31/2024,248241,TOPIC-25_TOPIC-140_TOPIC-163,"Pedagogy and didactics_Recognition, transparency, certification_Digital skills and competences",Environment and fight against climate change
2021-1-FI01-KA220-VET-000033319,Practical learning at remote in the transport sector,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10209196,,Työtehoseura ry,School/Institute/Educational centre – Vocational Training (secondary level),Nurmijärvi,Helsinki-Uusimaa,24,01/01/2022,12/31/2023,210188,TOPIC-41_TOPIC-61_TOPIC-170,"Entrepreneurial learning - entrepreneurship education_Green skills_Creating new, innovative or joint curricula or courses","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-VET-000033268,Up-skilling Sustainability in Travel and Tourism: The socio-cultural point of view (USiTaT),Cooperation partnerships in vocational education and training,KA220-VET,2021,E10287019,,Kouvolan Ammattiopisto Oy,School/Institute/Educational centre – Vocational Training (secondary level),Kouvola,Kymenlaakso,24,11/01/2021,10/31/2023,207715,TOPIC-67_TOPIC-97_TOPIC-190,"Work-based learning_New learning and teaching methods and approaches_Digital content, technologies and practices",Environment and fight against climate change
2021-1-FI01-KA220-VET-000033257,Virtual learning environment in smart mini factory,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10206616,,Ylä-Savo Municipal Federation of Education,School/Institute/Educational centre – Vocational Training (secondary level),Iisalmi,Pohjois-Savo,24,11/01/2021,10/31/2023,174 327 €,TOPIC-70_TOPIC-72_TOPIC-170,"Cultural heritage_Cooperation between educational institutions and business_Creating new, innovative or joint curricula or courses",#N/A
2021-1-FI01-KA220-VET-000033149,New European Network for the Green Skills in Vocational Education and Training,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10003556,,Savon koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Kuopio,Pohjois-Savo,24,01/01/2022,12/31/2023,304576,TOPIC-170_TOPIC-173_TOPIC-191,"Creating new, innovative or joint curricula or courses_Science, technology, engineering and mathematics (STEM)_Development of training courses",Environment and fight against climate change
2021-1-FI01-KA220-VET-000028178,Train for international trail,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10154163,,"Hengitysliitto ry, Ammattiopisto Luovi",School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,24,11/01/2021,10/31/2023,280000,TOPIC-13_TOPIC-61,Environment and climate change_Green skills,"Inclusion and diversity in all fields of education, training, youth and sport"
2021-1-FI01-KA220-VET-000028106,"G.I.G.A. - Games for Innovation, Games for All",Cooperation partnerships in vocational education and training,KA220-VET,2021,E10237719,,AEL-AMIEDU OY,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,24,12/01/2021,11/30/2023,163654,TOPIC-83_TOPIC-165_TOPIC-170,"European identity, citizenship and values_Inclusion, promoting equality and non-discrimination_Creating new, innovative or joint curricula or courses","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-VET-000025845,GreenPopUp4all,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10037790,,Jyväskylän koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Jyväskylä,Keski-Suomi,24,11/01/2021,10/31/2023,183126,TOPIC-67_TOPIC-72_TOPIC-190,"Work-based learning_Cooperation between educational institutions and business_Digital content, technologies and practices",Environment and fight against climate change
2021-1-FI01-KA220-VET-000025717,Smooth Hybrid and Online Working for VET,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10171962,,Seinäjoen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Seinäjoki,Helsinki-Uusimaa,24,02/01/2022,01/31/2024,272160,TOPIC-41_TOPIC-72_TOPIC-163,Entrepreneurial learning - entrepreneurship education_Cooperation between educational institutions and business_Digital skills and competences,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-VET-000025516,Digital VET for all - co-existing in the digital era,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10084565,,Espoon seudun koulutuskuntayhtymä OMNIA,School/Institute/Educational centre – Vocational Training (secondary level),Espoo,Helsinki-Uusimaa,24,12/01/2021,11/30/2023,256460,TOPIC-163_TOPIC-190_TOPIC-191,"Digital skills and competences_Digital content, technologies and practices_Development of training courses","Inclusion and diversity in all fields of education, training, youth and sport"
2021-1-FI01-KA220-VET-000024845,European Digital Playground,Cooperation partnerships in vocational education and training,KA220-VET,2021,E10178856,,Helsinki Business College Oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,24,01/01/2022,12/31/2023,107088,TOPIC-25_TOPIC-190,"Pedagogy and didactics_Digital content, technologies and practices","Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-SCH-000034324,DO IT YOURSELF - A new approach to implement digital education,Cooperation partnerships in school education,KA220-SCH,2021,E10053785,,Kittilän kunta,Local Public body,Kittilä,Lappi,24,11/01/2021,10/31/2023,180095,TOPIC-41_TOPIC-163_TOPIC-187,Entrepreneurial learning - entrepreneurship education_Digital skills and competences_International relations and development cooperation,"Addressing digital transformation through development of digital readiness, resilience and capacity"
2021-1-FI01-KA220-SCH-000031639,Climate Change Challenge,Cooperation partnerships in school education,KA220-SCH,2021,E10151445,,Lieksan yläkoulu,School/Institute/Educational centre – General education (basic education),Lieksa,Pohjois-Karjala,24,01/01/2022,12/31/2023,233170,TOPIC-163_TOPIC-168_TOPIC-190,"Digital skills and competences_Development of disadvantaged rural and urban areas_Digital content, technologies and practices",Environment and fight against climate change
2021-1-FI01-KA220-SCH-000030376,Vision 2021: Rebroadening the Horizons,Cooperation partnerships in school education,KA220-SCH,2021,E10069368,,"Myllytullin koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,32,02/28/2022,10/27/2024,267902,TOPIC-13_TOPIC-163_TOPIC-165,"Environment and climate change_Digital skills and competences_Inclusion, promoting equality and non-discrimination",#N/A
2021-1-FI01-KA220-SCH-000030046,Green Crossroads,Cooperation partnerships in school education,KA220-SCH,2021,E10137032,,Kauttuan koulu,School/Institute/Educational centre – General education (basic education),Eura,Satakunta,34,01/01/2022,10/31/2024,205858,TOPIC-83_TOPIC-97_TOPIC-131,"European identity, citizenship and values_New learning and teaching methods and approaches_Key competences development",Environment and fight against climate change
